IDEP 2023;;;;;;;;IDEP;;METAS;
Cod_Esc;Escola;Diretoria;Distrito;NSE;Grupo;ICG;Faixa;IDEP_INICIAL;IDEP_FINAL;IDEP_INICIAL;IDEP_FINAL
93718;EMEF ANTONIO DUARTE DE ALMEIDA, PROF.;ITAQUERA;ITAQUERA;48,48069858;1;3;1;4,2;4,3;4,0;3,4
93742;EMEF LUIS SAIA, ARQ.;SAO MIGUEL;SAO MIGUEL;51,19758533;2;5;4;4,6;4,3;4,8;4,9
93785;EMEF JOAO RIBEIRO DE BARROS;GUAIANASES;LAJEADO;48,92234864;1;6;2;4,3;4,3;4,8;3,6
93793;EMEF JOSE DE ANCHIETA, PE.;SAO MIGUEL;SAO MIGUEL;48,5734537;1;3;1;4,4;4,3;4,2;3,1
93891;EMEF ARMANDO CRIDEY RIGHETTI;SAO MIGUEL;JARDIM HELENA;46,24983724;1;3;1;3,8;4,3;3,6;3,3
94218;EMEF ANDRE RODRIGUES DE ALCKMIN, PROF.;FREGUESIA/BRASILANDIA;BRASILANDIA;49,38137846;2;3;3;3,9;4,3;4,1;3,1
94820;EMEF JOAO DOMINGUES SAMPAIO;JACANA/TREMEMBE;VILA MARIA;49,2730699;1;3;1;5;4,3;4,9;4,5
94951;EMEF SHIRLEY GUIO, PROFA.;JACANA/TREMEMBE;VILA MEDEIROS;50,98130645;2;3;3;5,3;4,3;4,4;3,9
95028;EMEF JOSE DO PATROCINIO;IPIRANGA;SACOMA;52,35988903;3;3;5;4,7;4,3;4,4;4,1
95567;EMEF ALCEU AMOROSO LIMA;SAO MATEUS;SAO RAFAEL;47,79574709;1;3;1;4,1;4,3;4,2;3,5
95605;EMEF VILANOVA ARTIGAS, ARQ.;SAO MATEUS;SAPOPEMBA;48,76904434;1;5;2;4,2;4,3;4,2;3,6
302;EMEF HELIO FRANCO CHAVES, CEL.;JACANA/TREMEMBE;TREMEMBE;48,30293374;1;5;2;5,4;4,4;5,5;4,5
311;EMEF ANTONIO ALVES DA SILVA, SG.;CAMPO LIMPO;CAPAO REDONDO;50,29245808;2;5;4;4,6;4,4;4,5;3,9
10049;EMEF CHICO FALCONI, PE.;SAO MIGUEL;VILA CURUCA;49,5024288;2;3;3;4,2;4,4;4,2;3,4
10138;EMEF ELZA MAIA COSTA FREIRE, PROFA.;SANTO AMARO;CIDADE ADEMAR;53,6048788;3;5;6;4,5;4,4;4,2;3,8
12874;EMEF BENEDITO DE JESUS BATISTA LAURINDO - PE BATISTA;SAO MATEUS;SAPOPEMBA;49,18536536;1;5;2;3,8;4,4;4,1;3,4
19241;EMEF HELLIO TAVARES, DR.;SAO MIGUEL;ITAIM PAULISTA;49,57840757;2;3;3;4,4;4,4;4,3;4,1
19243;EMEF MARINA MELANDER COUTINHO, PROFA;CAPELA DO SOCORRO;CIDADE DUTRA;50,24563062;2;3;3;4,6;4,4;4,5;4,1
19261;CEU EMEF PAULO GOMES CARDIM, PROF. DR.;ITAQUERA;CIDADE LIDER;50,59460281;2;5;4;5,5;4,4;4,3;3,6
19264;CEU EMEF INACIO MONTEIRO;GUAIANASES;CIDADE TIRADEN;49,03322336;1;5;2;4;4,4;3,8;3,4
19266;CEU EMEF MENINOS;IPIRANGA;SACOMA;48,98072981;1;3;1;4,9;4,4;4,5;3,9
19395;EMEF NEIR AUGUSTO LOPES, PROF;FREGUESIA/BRASILANDIA;CACHOEIRINHA;48,39124883;1;3;1;4,1;4,4;4,4;4,0
19409;EMEF IZABEL APARECIDA CRISTOVAO DA LUZ, PROFA;SAO MIGUEL;ITAIM PAULISTA;49,11501629;1;3;1;3,8;4,4;4,1;3,5
19440;EMEF GENY MARIA MUNIZ ALMEIDA KLEIN PUSSINELLI, PROFA.;CAPELA DO SOCORRO;CIDADE DUTRA;50,82155769;2;3;3;4,7;4,4;4,8;3,9
19455;EMEF CELIA REGINA ANDERY BRAGA, PROF;GUAIANASES;CIDADE TIRADEN;49,99967471;2;3;3;4,8;4,4;4,5;3,6
19456;EMEF HELINA COUTINHO LOURENCO ALVES, PROFESSORA;GUAIANASES;CIDADE TIRADEN;49,33333449;1;3;1;4,8;4,4;4,6;3,8
19487;EMEF CHACARA TURISTICA;PIRITUBA;JARAGUA;48,85284714;1;3;1;4,7;4,4;4,1;3,2
19585;EMEF WLADIMIR DE TOLEDO PIZA,PREF.;SAO MATEUS;IGUATEMI;50,30191004;2;3;3;4,1;4,4;4,6;4,4
19674;CEU EMEF JARDIM ELIANA;CAPELA DO SOCORRO;GRAJAU;48,13949411;1;5;2;4,5;4,4;4,1;3,9
92797;EMEF JULIO MESQUITA;BUTANTA;BUTANTA;53,60538224;3;3;5;5,2;4,4;5,0;4,1
92886;EMEF OLIVEIRA VIANA;CAMPO LIMPO;JARDIM ANGELA;47,62329417;1;6;2;3,9;4,4;4,4;3,3
92959;EMEF IRACEMA MARQUES DA SILVEIRA, PROFA.;CAMPO LIMPO;CAPAO REDONDO;47,95992969;1;6;2;4;4,4;4,4;3,4
93025;EMEF PALIMERCIO DE REZENDE, CEL.;CAMPO LIMPO;CAMPO LIMPO;48,6938637;1;3;1;5,4;4,4;4,1;3,1
93211;EMEF JOAO GUALBERTO DO AMARAL CARVALHO;SANTO AMARO;CAMPO GRANDE;53,1288016;3;3;5;5;4,4;4,6;4,0
93297;EMEF PLACIDO DE CASTRO;CAPELA DO SOCORRO;SOCORRO;52,93763519;3;3;5;5,3;4,4;4,4;3,9
93530;EMEF JOANA ANGELICA DE JESUS, MADRE;GUAIANASES;GUAIANASES;49,807224;2;3;3;5;4,4;4,2;4,0
93564;EMEF JOAQUIM OSORIO DUQUE ESTRADA;SAO MATEUS;IGUATEMI;49,50647734;2;3;3;5;4,4;4,8;4,3
93645;EMEF MAURICIO GOULART;GUAIANASES;CIDADE TIRADEN;50,71638328;2;3;3;4;4,4;3,9;3,3
93696;EMEF EPITACIO PESSOA, PRES.;SAO MIGUEL;VILA JACUI;49,76501959;2;5;4;5;4,4;4,8;4,6
93726;EMEF PEDRO TEIXEIRA;SAO MIGUEL;VILA JACUI;49,20259988;1;3;1;4,2;4,4;4,5;3,6
93815;EMEF ALEXANDRE DE GUSMAO;GUAIANASES;LAJEADO;49,9643132;2;3;3;5,2;4,4;4,1;3,7
94030;EMEF ARTHUR ALVIM;PENHA;ARTUR ALVIM;50,05904199;2;3;3;6,2;4,4;4,6;3,9
94056;EMEF JENNY GOMES, DA.;PENHA;ARTUR ALVIM;50,16632702;2;5;4;4,5;4,4;4,3;4,0
94064;EMEF 8 DE MAIO;ITAQUERA;ITAQUERA;53,3391903;3;3;5;4,5;4,4;4,3;3,5
94137;EMEF CECILIA MEIRELES;PENHA;CANGAIBA;48,39821432;1;5;2;4,7;4,4;4,6;4,3
94374;CEU EMEF TEOTONIO VILELA, SEN.;FREGUESIA/BRASILANDIA;BRASILANDIA;51,07363203;2;3;3;3,9;4,4;3,8;3,0
94391;EMEF MARIO KOSEL FILHO;PIRITUBA;PIRITUBA;51,12752692;2;3;3;4,5;4,4;5,2;3,9
94455;EMEF VICENTE DE PAULO DALE COUTINHO, GEN.;PIRITUBA;JARAGUA;47,72040074;1;6;2;4,5;4,4;4,3;3,7
94706;EMEF GASTAO MOUTINHO, CTE.;JACANA/TREMEMBE;MANDAQUI;53,0356172;3;3;5;4,2;4,4;4,5;4,2
94722;EMEF JOAO RAMOS - PERNAMBUCO - ABOLICIONISTA;JACANA/TREMEMBE;TREMEMBE;50,17236545;2;3;3;4,5;4,4;4,1;4,1
95231;EMEF MARINA VIEIRA DE CARVALHO MESQUITA;SANTO AMARO;JABAQUARA;50,58863192;2;3;3;4,6;4,4;4,4;3,8
95320;EMEF IRINEU MARINHO;IPIRANGA;VILA PRUDENTE;48,71466655;1;3;1;4,2;4,4;3,9;3,2
95541;EMEF OLIVAL COSTA;SAO MATEUS;SAPOPEMBA;49,90539596;2;3;3;5,3;4,4;5,2;4,2
97047;EMEF EDUCANDARIO DOM DUARTE, ANEXA AO;BUTANTA;RAPOSO TAVARES;51,09578941;2;3;3;4,8;4,4;4,8;3,6
97063;EMEF ANTONIO PEREIRA IGNACIO;GUAIANASES;CIDADE TIRADEN;47,73444038;1;3;1;4,1;4,4;4,0;3,8
99091;EMEF HIPOLITO JOSE DA COSTA;JACANA/TREMEMBE;TREMEMBE;48,56789741;1;6;2;4,3;4,4;4,5;3,7
99139;EMEF VIRGILIO DE MELLO FRANCO;SAO MIGUEL;JARDIM HELENA;48,19365724;1;5;2;4,4;4,4;4,0;4,1
99651;EMEF JOSE HONORIO RODRIGUES;SAO MIGUEL;VILA CURUCA;50,29298501;2;3;3;4,3;4,4;4,6;4,2
10111;EMEF MARIO SCHENBERG, PROF.;SANTO AMARO;PEDREIRA;49,08235527;1;3;1;4,1;4,5;4,6;3,5
19195;EMEF JOSE KAUFFMANN , DR.;PIRITUBA;JARAGUA;49,69018269;2;5;4;4,4;4,5;4,1;3,0
19265;CEU EMEF JAMBEIRO;GUAIANASES;LAJEADO;50,25802128;2;5;4;4,1;4,5;4,0;3,6
19267;EMEF MARIA RITA DE CASSIA PINHEIRO SIMOES BRAGA, PROFA.;CAMPO LIMPO;CAPAO REDONDO;46,73837643;1;3;1;3,7;4,5;4,1;3,5
19275;EMEF FRANCISCO REBOLO;CAMPO LIMPO;VILA ANDRADE;47,99294802;1;3;1;4,8;4,5;4,5;3,8
19337;CEU EMEF JACANA;JACANA/TREMEMBE;JACANA;49,75058366;2;3;3;3,9;4,5;4,3;3,6
19373;CEU EMEF JOSE REZENDE, PROF.;SANTO AMARO;JABAQUARA;48,4195378;1;3;1;4,5;4,5;4,0;3,4
19389;CEU EMEF VALTER PAULINO ESTEVAM, PROF. DR.;PIRITUBA;ANHANGUERA;47,91508526;1;3;1;5,2;4,5;4,5;3,6
19398;EMEF AGUAS DE MARCO;ITAQUERA;JOSE BONIFACIO;51,19263686;2;3;3;4,8;4,5;5,1;4,5
19414;EMEF MOISES ELIAS DE SOUZA, TTE.;PIRITUBA;JARAGUA;49,32613856;1;3;1;5,1;4,5;4,3;3,1
19416;EMEF VILA MUNCK;BUTANTA;RAPOSO TAVARES;52,33114742;3;3;5;4,8;4,5;5,3;4,7
19421;EMEF JOSE FRANCISCO CAVALCANTE, PROF;CAMPO LIMPO;CAPAO REDONDO;52,167972;3;3;5;4,6;4,5;4,5;4,1
19434;EMEF CAMPO LIMPO II;CAMPO LIMPO;CAPAO REDONDO;48,31310722;1;3;1;4,6;4,5;3,9;3,3
19454;EMEF BARTOLOMEU CAMPOS DE QUEIROS;SAO MATEUS;SAPOPEMBA;48,79589469;1;3;1;4,4;4,5;4,2;3,7
19500;EMEF HERBERT DE SOUZA - BETINHO;CAMPO LIMPO;CAPAO REDONDO;49,04056938;1;5;2;4,5;4,5;4,5;4,6
19529;EMEF JARDIM SILVA TELES;SAO MIGUEL;VILA CURUCA;50,40324842;2;3;3;4,5;4,5;3,6;3,0
19551;CEU EMEF CESAR ARRUDA CASTANHO, DEP.;BUTANTA;RAPOSO TAVARES;48,30110885;1;3;1;4,3;4,5;4,0;4,1
19607;EMEF ANTONIO RODRIGUES DE CAMPOS, PROF.;PIRITUBA;JARAGUA;50,07666237;2;3;3;4,2;4,5;3,8;3,5
91804;EMEF PAULO NOGUEIRA FILHO;FREGUESIA/BRASILANDIA;CASA VERDE;51,91753594;3;3;5;5,1;4,5;4,8;4,2
92908;EMEF CLEMENTE PASTORE, PROF.;CAMPO LIMPO;JARDIM ANGELA;49,12892941;1;6;2;4;4,5;3,9;3,2
92941;EMEF EUCLIDES DA CUNHA;CAMPO LIMPO;CAPAO REDONDO;52,33627759;3;3;5;4,1;4,5;4,8;3,5
92983;EMEF PROCOPIO FERREIRA;CAMPO LIMPO;JARDIM SAO LUI;51,17928316;2;5;4;3,8;4,5;3,9;3,5
92991;EMEF AIRTON ARANTES RIBEIRO, PROF.;CAMPO LIMPO;JARDIM SAO LUI;49,66960402;2;5;4;4,7;4,5;5,1;3,7
93009;EMEF LUIZ TENORIO DE BRITO, CEL.;CAMPO LIMPO;JARDIM SAO LUI;53,17836624;3;3;5;4,7;4,5;5,2;4,4
93050;EMEF SYNESIO ROCHA, MIN.;CAMPO LIMPO;CAMPO LIMPO;51,12675589;2;5;4;4,8;4,5;4,3;4,2
93076;EMEF PAULO COLOMBO PEREIRA DE QUEIROZ, DES.;CAMPO LIMPO;CAMPO LIMPO;48,84493789;1;6;2;4,9;4,5;4,5;3,5
93467;EMEF DANYLO JOSE FERNANDES;ITAQUERA;CIDADE LIDER;49,26496743;1;3;1;3,9;4,5;3,8;3,5
93572;EMEF COELHO NETO;SAO MATEUS;IGUATEMI;49,78647464;2;6;4;4,6;4,5;4,5;3,3
93807;EMEF JOAO AUGUSTO BREVES, DR.;SAO MIGUEL;SAO MIGUEL;51,81304127;3;3;5;4,8;4,5;4,5;4,3
93866;EMEF RAIMUNDO CORREIA;SAO MIGUEL;JARDIM HELENA;50,5482451;2;3;3;4,7;4,5;4,6;4,4
93904;EMEF CAPISTRANO DE ABREU;SAO MIGUEL;JARDIM HELENA;49,0508868;1;6;2;5,2;4,5;4,5;3,5
94129;EMEF GUILHERME DE ALMEIDA;PENHA;CANGAIBA;51,63074352;2;3;3;4,9;4,5;4,6;4,2
94579;EMEF JOSE FERRAZ DE CAMPOS, PROF.;PIRITUBA;JAGUARA;52,02818713;3;5;6;4,6;4,5;4,9;3,9
94641;EMEF ESPACO DE BITITA;PENHA;PARI; - ; - ; - ; - ;4,2;4,5;4,4;3,3
94641;EMEF ESPACO DE BITITA;PENHA;PARI;46,90406875;1;5;2;4,2;4,5;4,4;3,3
94684;EMEF MARCOS MELEGA;JACANA/TREMEMBE;MANDAQUI;49,30446824;1;3;1;4,8;4,5;4,8;4,4
94757;EMEF RONDON, MAL.;JACANA/TREMEMBE;TREMEMBE;49,32335413;1;3;1;4,1;4,5;4,5;3,7
95338;EMEF RUTH LOPES ANDRADE, PROFA.;IPIRANGA;VILA PRUDENTE;53,05664263;3;3;5;4,5;4,5;4,9;4,8
95575;EMEF CIDADE DE OSAKA;SAO MATEUS;SAO RAFAEL;47,68623598;1;5;2;4,6;4,5;4,4;3,5
99350;EMEF 22 DE MARCO;CAMPO LIMPO;CAMPO LIMPO;48,22781827;1;3;1;5,1;4,5;4,4;3,3
99589;EMEF PEDRO NAVA;BUTANTA;RIO PEQUENO;48,72594004;1;3;1;4,4;4,5;4,1;3,8
566;EMEF TERESA MARGARIDA DA SILVA E ORTA;CAMPO LIMPO;JARDIM ANGELA;48,73228953;1;6;2;4,1;4,6;3,8;3,4
10146;EMEF MARIA RITA LOPES PONTES - IRMA DULCE;CAMPO LIMPO;CAPAO REDONDO;50,11242162;2;5;4;4,7;4,6;4,2;3,4
15431;EMEF ERNANI SILVA BRUNO;PIRITUBA;JARAGUA;50,29051366;2;3;3;4,7;4,6;4,0;4,0
16993;EMEF VICENTE AMATO SOBRINHO, COM.;SAO MIGUEL;ITAIM PAULISTA;49,77949843;2;3;3;5,3;4,6;4,9;4,3
19160;EMEF ILEUSA CAETANO DA SILVA, PROFA.;BUTANTA;RAPOSO TAVARES;53,28740623;3;3;5;4,6;4,6;4,8;4,4
19224;EMEF MILENA BENEDICTO, PROFA;PIRITUBA;ANHANGUERA;47,47010152;1;5;2;4,9;4,6;4,8;4,1
19227;CEU EMEF CONCEICAO APARECIDA DE JESUS, PROFA;ITAQUERA;ITAQUERA;48,78315855;1;6;2;4,6;4,6;4,2;3,8
19308;CEU EMEF HERMES FERREIRA DE SOUZA;CAMPO LIMPO;CAMPO LIMPO;53,41392554;3;6;6;5,0;4,6;4,5;3,9
19361;CEU EMEF CANTOS DO AMANHECER;CAMPO LIMPO;CAMPO LIMPO;50,97865178;2;3;3;4,8;4,6;4,3;4,2
19386;CEU EMEF MARIA APARECIDA DE SOUZA CAMPOS, PROFA;ITAQUERA;VILA FORMOSA;48,05523902;1;3;1;4,3;4,6;4,8;3,4
19394;EMEF CAIRA ALAYDE ALVARENGA MEDEA, PROFA;FREGUESIA/BRASILANDIA;FREGUESIA DO O;49,80484423;2;3;3;4,4;4,6;4,0;4,1
19415;EMEF ALICE MEIRELLES REIS, PROFA;PIRITUBA;JARAGUA;51,14827913;2;3;3;4,6;4,6;4,4;4,2
19431;EMEF MILLOR FERNANDES, JORNALISTA;CAMPO LIMPO;CAMPO LIMPO;49,14519041;1;3;1;4,6;4,6;4,2;3,7
19433;EMEF JOSEFA NICACIO ARAUJO, PROFA.;SAO MIGUEL;ITAIM PAULISTA;49,23961827;1;3;1;4,2;4,6;4,3;3,5
19457;EMEF MARIA APARECIDA MAGNANELLI FERNANDES, PROFA;GUAIANASES;CIDADE TIRADEN;49,31113003;1;3;1;4;4,6;4,3;3,8
19492;EMEF EDIVALDO DOS SANTOS DANTAS, PROF.;CAMPO LIMPO;JARDIM ANGELA;48,66382835;1;3;1;4,3;4,6;4,0;3,8
19509;EMEF ACLAMADO;SAO MATEUS;IGUATEMI;52,82068794;3;2;5;3,7;4,6;5,0;4,7
19672;EMEF JARDIM SIPRAMAR;CAPELA DO SOCORRO;GRAJAU;48,56836306;1;3;1;4,7;4,6;-;-
87319;EMEF THEODOMIRO MONTEIRO DO AMARAL, PROF.;CAMPO LIMPO;CAPAO REDONDO;50,51177715;2;5;4;3,9;4,6;4,2;3,8
92754;EMEF ALCIDES GONCALVES ETCHEGOYEN, GEN.;BUTANTA;RAPOSO TAVARES;51,55077266;2;3;3;4,6;4,6;4,2;4,0
92771;EMEF SOLANO TRINDADE;BUTANTA;RAPOSO TAVARES;50,82765924;2;3;3;5;4,6;5,1;3,7
92789;EMEF LUIZ EDUARDO MATARAZZO, CDE.;BUTANTA;RIO PEQUENO;48,66756031;1;6;2;4,8;4,6;4,1;3,2
92851;EMEF EUCLYDES DE OLIVEIRA FIGUEIREDO, GEN.;BUTANTA;RIO PEQUENO;51,49299933;2;3;3;4,8;4,6;4,6;4,1
93181;EMEFM LINNEU PRESTES, PROF.;SANTO AMARO;SANTO AMARO;54,37387733;3;6;6;4,9;4,6;4,6;4,1
93491;EMEF ARTUR NEIVA;ITAQUERA;JOSE BONIFACIO;51,09853589;2;3;3;4,3;4,6;3,9;3,3
93637;EMEFM OSWALDO ARANHA BANDEIRA DE MELLO;GUAIANASES;CIDADE TIRADEN;49,64481509;2;5;4;4,1;4,6;4,2;3,2
93734;EMEF ANTONIO CARLOS DE ANDRADA E SILVA;SAO MIGUEL;VILA JACUI;49,66787846;2;3;3;4,7;4,6;4,2;3,7
93939;EMEF SUD MENNUCCI;SAO MIGUEL;ITAIM PAULISTA;48,66769361;1;6;2;3,7;4,6;3,8;3,7
93971;EMEF 19 DE NOVEMBRO;PENHA;VILA MATILDE;49,12408953;1;3;1;4,8;4,6;4,3;3,9
94005;EMEF HUMBERTO DE CAMPOS;PENHA;VILA MATILDE;51,18332953;2;3;3;4,8;4,6;4,5;4,4
94048;EMEF ANTONIO VIEIRA, PE.;PENHA;ARTUR ALVIM;50,48814096;2;3;3;5,2;4,6;4,6;4,4
94293;EMEF OSVALDO QUIRINO SIMOES;FREGUESIA/BRASILANDIA;CACHOEIRINHA;48,95831686;1;6;2;4,1;4,6;4,0;3,7
94323;EMEF ELIAS DE SIQUEIRA CAVALCANTI, DR.;FREGUESIA/BRASILANDIA;FREGUESIA DO O;49,87097357;2;3;3;4,3;4,6;4,1;3,2
94366;EMEF GARCIA DAVILA, CTE.;FREGUESIA/BRASILANDIA;CASA VERDE;51,6751315;2;3;3;4,2;4,6;4,1;4,4
94617;EMEF FARIA LIMA, BRIG.;IPIRANGA;LIBERDADE;52,15747279;3;3;5;5,2;4,6;4,9;4,1
94731;EMEF ESMERALDA SALLES PEREIRA RAMOS, PROFA.;JACANA/TREMEMBE;TREMEMBE;48,74791969;1;5;2;4,2;4,6;4,4;3,6
94781;EMEF RUY BARBOSA;JACANA/TREMEMBE;VILA GUILHERME;48,96543842;1;3;1;4,7;4,6;4,5;4,2
94871;EMEF JULIO MARCONDES SALGADO, GEN.;JACANA/TREMEMBE;JACANA;48,2133637;1;3;1;4,6;4,6;4,2;4,4
94919;EMEF LOURENCO FILHO;JACANA/TREMEMBE;JACANA;50,28118844;2;3;3;5,6;4,6;4,4;4,4
94978;EMEF EURICO GASPAR DUTRA, MAL.;IPIRANGA;CURSINO;50,47518044;2;5;4;4,5;4,6;4,1;3,3
95044;CEU EMEF CAMPOS SALLES, PRES.;IPIRANGA;SACOMA;49,9318383;2;5;4;3,5;4,6;4,2;3,5
95168;EMEF ACHILLES DE OLIVEIRA RIBEIRO, DES.;SAO MATEUS;SAO MATEUS;51,10503981;2;3;3;5,1;4,6;4,4;4,1
95443;EMEF HENRIQUE MELEGA, PROF.;SAO MATEUS;SAPOPEMBA;49,03854372;1;3;1;4,1;4,6;4,6;3,6
99287;EMEF VIANNA MOOG;BUTANTA;VILA SONIA;47,23629526;1;3;1;4,2;4,6;4,1;3,4
99678;EMEF MALLET, MAL.;ITAQUERA;JOSE BONIFACIO;50,50569467;2;3;3;4,2;4,6;4,5;4,1
9148;EMEF ALEXANDRE VANNUCHI LEME;GUAIANASES;CIDADE TIRADEN;49,37065432;2;3;3;3,7;4,7;4,2;3,7
10162;EMEF LORENCO MANOEL SPARAPAN, PROF.;CAMPO LIMPO;JARDIM SAO LUI;49,26429678;1;5;2;4,3;4,7;4,2;3,5
10171;EMEF ALDO RIBEIRO LUZ, PROF.;PIRITUBA;JARAGUA;48,05865754;1;3;1;4,2;4,7;3,8;3,5
14249;EMEF ERNESTO DE MORAES LEME, PROF.;PIRITUBA;JARAGUA;50,68727092;2;3;3;5,2;4,7;4,0;4,5
16501;EMEF FLORESTAN FERNANDES, PROF.;CAPELA DO SOCORRO;CIDADE DUTRA;51,58430286;2;3;3;4,6;4,7;5,1;4,7
16713;EMEF ANNA SILVEIRA PEDREIRA;CAMPO LIMPO;JARDIM SAO LUI;50,47562871;2;5;4;5;4,7;4,9;3,6
17442;EMEFM ANTONIO SAMPAIO, VER.;JACANA/TREMEMBE;SANTANA;46,40140586;1;4;2;3,8;4,7;3,5;4,0
19011;EMEF LINO DE MATTOS, SEN.;SAO MIGUEL;VILA JACUI;50,45476386;2;3;3;5;4,7;5,0;4,1
19217;EMEF RECANTO DOS HUMILDES;PIRITUBA;PERUS;47,63193711;1;3;1;4,8;4,7;4,6;3,5
19254;EMEF AYRTON OLIVEIRA SAMPAIO, PROF.;CAPELA DO SOCORRO;GRAJAU;50,30316579;2;3;3;4,9;4,7;4,8;4,7
19360;CEU EMEF MARIO FITTIPALDI;CAMPO LIMPO;JARDIM ANGELA;48,30546245;1;3;1;5;4,7;4,6;3,8
19383;CEU EMEF JOSE SARAMAGO;CAMPO LIMPO;CAPAO REDONDO;44,15575351;1;4;2;4,7;4,7;4,4;3,7
19400;EMEF DAMA ENTRE RIOS VERDES;SAO MIGUEL;VILA CURUCA;49,02859055;1;3;1;5,3;4,7;4,3;3,7
19407;EMEF VIRGINIA LORISA ZEITOUNIAN CAMARGO, PROFA;SAO MATEUS;SAO MATEUS;51,41179092;2;3;3;4,6;4,7;5,3;4,4
19419;EMEF ANA MARIA ALVES BENETTI, PROFA;SANTO AMARO;JABAQUARA;50,97872271;2;3;3;4,2;4,7;4,9;3,9
19423;EMEF M BOI MIRIM II;CAMPO LIMPO;JARDIM SAO LUI;49,82149612;2;3;3;4,7;4,7;4,3;3,6
19424;EMEF MARLI FERRAZ TORRES BONFIM;CAMPO LIMPO;JARDIM ANGELA;49,2613728;1;3;1;5;4,7;4,1;3,4
19430;EMEF CAMPO LIMPO III -LUISA ROSARIA DE OLIVEIRA DIAS;CAMPO LIMPO;CAPAO REDONDO;48,25254129;1;3;1;5,5;4,7;4,9;4,3
19640;CEU EMEF MARIA LISBOA DA SILVA, PROFA;SAO MATEUS;IGUATEMI;47,38142997;1;3;1;4,1;4,7;4,3;4,1
92924;EMEF MARIO RANGEL, CEL.;CAMPO LIMPO;CAPAO REDONDO;50,46464643;2;6;4;4,7;4,7;4,3;3,5
93033;EMEF MAURICIO SIMAO;CAMPO LIMPO;CAMPO LIMPO;49,42880582;2;6;4;4,6;4,7;5,1;4,3
93114;EMEF ANIBAL FREIRE, MIN.;PIRITUBA;VILA LEOPOLDIN;52,59532923;3;3;5;4,5;4,7;4,3;4,7
93165;EMEF JOSE DIAS DA SILVEIRA, DR.;BUTANTA;ITAIM BIBI;50,41057079;2;3;3;5,1;4,7;4,6;4,2
93246;EMEF MANOEL CARLOS DE FIGUEIREDO FERRAZ, DES.;SANTO AMARO;PEDREIRA;49,00271571;1;6;2;4,7;4,7;4,1;3,6
93360;EMEF ELIZA RACHEL MACEDO DE SOUZA, PROFA.;CAPELA DO SOCORRO;GRAJAU;52,47807779;3;3;5;4,7;4,7;4,9;4,1
93408;EMEF PAULO SETUBAL;CAPELA DO SOCORRO;CIDADE DUTRA;49,2853956;1;3;1;4,7;4,7;4,9;3,6
93521;EMEF VINTE E CINCO DE JANEIRO;GUAIANASES;GUAIANASES;50,62346434;2;3;3;5,1;4,7;5,2;4,6
93831;EMEF ANTONIA E ARTUR BEGBIE;SAO MIGUEL;VILA CURUCA;47,6170391;1;3;1;4,6;4,7;3,8;3,4
93882;EMEF JOSE BENTO DE ASSIS, PROF.;SAO MIGUEL;JARDIM HELENA;49,1349136;1;5;2;4,6;4,7;4,3;3,6
94188;EMEF JOANINHA GRASSI FAGUNDES, PROFA.;FREGUESIA/BRASILANDIA;FREGUESIA DO O;47,32906939;1;3;1;4,4;4,7;4,2;3,9
94404;EMEF MONTEIRO LOBATO;PIRITUBA;PIRITUBA;52,01165288;3;6;6;5,2;4,7;4,6;3,9
94501;EMEF PAULO PRADO;PIRITUBA;ANHANGUERA;53,14870464;3;5;6;4,9;4,7;4,9;4,8
94633;EMEF CELSO LEITE RIBEIRO FILHO;IPIRANGA;BELA VISTA;49,91913588;2;5;4;4,7;4,7;4,9;4,3
94838;EMEF PEDRO I, D.;JACANA/TREMEMBE;VILA MARIA;48,82941559;1;3;1;4,5;4,7;4,4;4,4
95010;EMEF CASSIANO RICARDO;IPIRANGA;SACOMA;50,92745184;2;3;3;4,3;4,7;4,3;3,9
95214;EMEF BERNARDO O HIGGINS;SANTO AMARO;CAMPO BELO;50,62375171;2;5;4;4,8;4,7;4,6;3,5
95354;EMEF OSORIO, GEN.;IPIRANGA;VILA PRUDENTE;54,98460904;3;3;5;4,4;4,7;4,5;3,7
95435;EMEF ALTINO ARANTES;IPIRANGA;SAO LUCAS;49,97549106;2;6;4;4,3;4,7;4,5;3,7
95478;EMEF FLORES DA CUNHA, DEP.;SAO MATEUS;SAPOPEMBA;47,61708167;1;3;1;4,3;4,7;4,3;3,7
99112;EMEF PRACINHAS DA FEB;CAMPO LIMPO;JARDIM SAO LUI;50,69184746;2;5;4;5,3;4,7;4,5;4,5
9326;EMEF IRENE GARCIA COSTA DE SOUZA, PROFA. DRA.;PIRITUBA;JARAGUA;50,78156155;2;3;3;4,1;4,8;4,5;3,8
12939;EMEF JOSE OLYMPIO PEREIRA FILHO;CAMPO LIMPO;CAPAO REDONDO;48,5627058;1;3;1;4,3;4,8;4,3;3,2
16527;EMEF CLAUDIA BARTOLOMAZI, PROFA.;GUAIANASES;CIDADE TIRADEN;51,01942574;2;3;3;4,1;4,8;4,3;3,3
19020;EMEF JAIRO DE ALMEIDA, PROF.;PIRITUBA;PERUS;46,78716043;1;5;2;6;4,8;4,3;3,3
19143;EMEF JOSE QUERINO RIBEIRO;ITAQUERA;CIDADE LIDER;49,96261773;2;3;3;4,2;4,8;4,1;4,3
19336;CEU EMEF VILA RUBI;CAPELA DO SOCORRO;CIDADE DUTRA;51,0741777;2;3;3;4,7;4,8;4,3;4,4
